year,event,geoid,geolab,denom-hip,observed_benes-hip,observed-hip,predicted-hip,HRR #,HRR City,State,Resident Population (2010),"Physicians per 100,000","Orthopedic Surgeons per 100,000",geoid-knee,geolab-knee,denom-knee,observed_benes-knee,observed-knee,predicted-knee,obspred_ratio-knee
2011,HIPREP,1,AL- BIRMINGHAM,250544,776,789,922.5551776,1,Birmingham,AL,"2,266,679",179.5,6.4,1,AL- BIRMINGHAM,250544,2020,2080,2039.6652,1.019775206
2011,HIPREP,2,AL- DOTHAN,51831,126,131,189.8740583,2,Dothan,AL,"375,495",150.5,5.11,2,AL- DOTHAN,51831,419,428,421.7090053,1.014917857
2011,HIPREP,5,AL- HUNTSVILLE,78622,283,289,297.6048896,5,Huntsville,AL,"625,318",177.7,5.88,5,AL- HUNTSVILLE,78622,679,694,660.415137,1.050854169
2011,HIPREP,6,AL- MOBILE,84649,242,250,306.9042752,6,Mobile,AL,"835,841",172.9,7.5,6,AL- MOBILE,84649,721,741,682.4088446,1.085859314
2011,HIPREP,7,AL- MONTGOMERY,47444,128,130,166.1490179,7,Montgomery,AL,"477,536",147.7,5.57,7,AL- MONTGOMERY,47444,359,372,370.5902661,1.003804023
2011,HIPREP,9,AL- TUSCALOOSA,31120,73,73,110.1382945,9,Tuscaloosa,AL,"268,546",173.6,4.98,9,AL- TUSCALOOSA,31120,226,233,245.4883078,0.949128706
2011,HIPREP,10,AK- ANCHORAGE,58741,243,248,221.9471445,10,Anchorage,AK,"710,231",251,10.77,10,AK- ANCHORAGE,58741,425,437,499.0458753,0.875670999
2011,HIPREP,11,AZ- MESA,86139,368,377,325.5150192,11,Mesa,AZ,"1,383,647",153.7,4.66,11,AZ- MESA,86139,814,853,720.328417,1.184182076
2011,HIPREP,12,AZ- PHOENIX,275796,1010,1038,1043.730808,12,Phoenix,AZ,"3,367,249",193.5,5.75,12,AZ- PHOENIX,275796,2300,2419,2317.059005,1.043995856
2011,HIPREP,14,AZ- SUN CITY,47693,216,223,183.6459296,14,Sun City,AZ,"299,382",204.5,6.37,14,AZ- SUN CITY,47693,521,543,392.5530152,1.383252654
2011,HIPREP,15,AZ- TUCSON,111388,395,405,422.0862913,15,Tucson,AZ,"1,220,712",204,5.39,15,AZ- TUCSON,111388,938,986,927.1279406,1.063499391
2011,HIPREP,16,AR- FORT SMITH,45634,104,105,176.3857644,16,Fort Smith,AR,"376,671",158,4.77,16,AR- FORT SMITH,45634,341,367,386.1165389,0.950490236
2011,HIPREP,18,AR- JONESBORO,31245,79,80,122.0014757,18,Jonesboro,AR,"238,879",152.7,4.78,18,AR- JONESBORO,31245,197,204,266.7112428,0.764872143
2011,HIPREP,19,AR- LITTLE ROCK,209824,628,646,784.539255,19,Little Rock,AR,"1,562,672",173.9,4.92,19,AR- LITTLE ROCK,209824,1741,1812,1726.886812,1.049287068
2011,HIPREP,21,AR- SPRINGDALE,53417,179,182,207.0387931,21,Springdale,AR,"539,119",166.3,5.18,21,AR- SPRINGDALE,53417,455,477,451.4212011,1.056662821
2011,HIPREP,22,AR- TEXARKANA,35123,96,100,129.1694935,22,Texarkana,AR,"265,125",156.2,4.79,22,AR- TEXARKANA,35123,282,290,286.2300157,1.01317117
2011,HIPREP,23,CA- ORANGE CO.,209362,665,687,798.1202945,23,Orange County,CA,"3,326,926",206.1,6.38,23,CA- ORANGE CO.,209362,1238,1300,1740.989052,0.746701996
2011,HIPREP,25,CA- BAKERSFIELD,71809,206,213,272.5710644,25,Bakersfield,CA,"1,162,201",144.8,3.63,25,CA- BAKERSFIELD,71809,518,540,600.2316319,0.899652686
2011,HIPREP,31,CA- CHICO,45028,176,181,172.7748308,31,Chico,CA,"298,777",194.2,11.44,31,CA- CHICO,45028,350,367,372.7552334,0.984560288
2011,HIPREP,33,CA- CONTRA COSTA CO.,68412,247,253,253.6484911,33,Contra Costa County,CA,"1,042,332",238.7,6.74,33,CA- CONTRA COSTA CO.,68412,470,485,553.2312372,0.876667779
2011,HIPREP,43,CA- FRESNO,86206,232,238,324.2089063,43,Fresno,CA,"1,243,382",155.3,3.85,43,CA- FRESNO,86206,623,645,706.4974168,0.912954506
2011,HIPREP,56,CA- LOS ANGELES,578405,1568,1605,2136.895955,56,Los Angeles,CA,"9,865,879",199.7,5.24,56,CA- LOS ANGELES,578405,3133,3273,4664.22338,0.701724539
2011,HIPREP,58,CA- MODESTO,71824,206,210,273.6713903,58,Modesto,CA,"901,675",182.8,5.85,58,CA- MODESTO,71824,582,604,600.1161297,1.006471865
2011,HIPREP,62,CA- NAPA,35851,178,180,134.8712968,62,Napa,CA,"273,357",279.2,7.31,62,CA- NAPA,35851,307,320,293.0320136,1.092030854
2011,HIPREP,65,CA- ALAMEDA CO.,88103,233,238,313.5282819,65,Alameda County,CA,"1,539,335",264.3,6.1,65,CA- ALAMEDA CO.,88103,392,411,688.1497798,0.597253697
2011,HIPREP,69,CA- PALM SPR/RANCHO MIR.,41556,203,209,158.6854779,69,Palm Springs/Rancho Mirage,CA,"347,347",171.8,5.62,69,CA- PALM SPR/RANCHO MIR.,41556,346,358,343.5100285,1.042182092
2011,HIPREP,73,CA- REDDING,51978,194,198,199.5076743,73,Redding,CA,"344,423",192.4,6.52,73,CA- REDDING,51978,415,439,435.0379594,1.009107345
2011,HIPREP,77,CA- SACRAMENTO,193019,682,696,725.1181683,77,Sacramento,CA,"2,599,682",205.5,6.3,77,CA- SACRAMENTO,193019,1440,1495,1584.367092,0.943594453
2011,HIPREP,78,CA- SALINAS,42589,143,145,162.4538406,78,Salinas,CA,"397,642",204.4,7.15,78,CA- SALINAS,42589,282,294,350.8480794,0.83796953
2011,HIPREP,79,CA- SAN BERNARDINO,126008,299,308,462.2673483,79,San Bernardino,CA,"3,110,629",155.9,4.73,79,CA- SAN BERNARDINO,126008,686,711,1025.436703,0.693363128
2011,HIPREP,80,CA- SAN DIEGO,234903,697,714,881.0838149,80,San Diego,CA,"3,699,736",203.3,6.97,80,CA- SAN DIEGO,234903,1452,1520,1923.163282,0.790364507
2011,HIPREP,81,CA- SAN FRANCISCO,109748,334,340,401.9777904,81,San Francisco,CA,"1,435,975",288.4,6.25,81,CA- SAN FRANCISCO,109748,588,604,873.3241147,0.691610354
2011,HIPREP,82,CA- SAN JOSE,113925,310,316,433.508441,82,San Jose,CA,"1,760,505",224.8,5.39,82,CA- SAN JOSE,113925,611,629,946.6861487,0.664422946
2011,HIPREP,83,CA- SAN LUIS OBISPO,33415,158,162,127.4088612,83,San Luis Obispo,CA,"253,919",255.5,7.9,83,CA- SAN LUIS OBISPO,33415,301,318,274.6476804,1.157847026
2011,HIPREP,85,CA- SAN MATEO CO.,60914,228,229,228.4414581,85,San Mateo County,CA,"798,280",241.2,5.8,85,CA- SAN MATEO CO.,60914,339,349,496.7144743,0.702616932
2011,HIPREP,86,CA- SANTA BARBARA,46597,184,188,177.9477422,86,Santa Barbara,CA,"439,613",214,7.79,86,CA- SANTA BARBARA,46597,364,378,384.271729,0.983678922
2011,HIPREP,87,CA- SANTA CRUZ,27442,105,109,103.7232498,87,Santa Cruz,CA,"276,374",247.7,4.95,87,CA- SANTA CRUZ,27442,165,174,225.5091054,0.771587469
2011,HIPREP,89,CA- SANTA ROSA,43068,214,224,161.80642,89,Santa Rosa,CA,"491,019",238.9,5.82,89,CA- SANTA ROSA,43068,348,361,348.1306074,1.036967139
2011,HIPREP,91,CA- STOCKTON,41472,102,109,154.2002177,91,Stockton,CA,"587,662",167.5,6.49,91,CA- STOCKTON,41472,287,302,338.218419,0.892914114
2011,HIPREP,96,CA- VENTURA,74582,324,333,283.9316024,96,Ventura,CA,"856,948",212.3,6.97,96,CA- VENTURA,74582,529,549,619.3927646,0.886351975
2011,HIPREP,101,CO- BOULDER,21476,117,117,81.04998411,101,Boulder,CO,"308,401",207.4,7.9,101,CO- BOULDER,21476,185,198,178.2812112,1.110604974
2011,HIPREP,102,CO- COLORADO SPRINGS,76964,332,342,293.4729836,102,Colorado Springs,CO,"822,312",208,7.85,102,CO- COLORADO SPRINGS,76964,734,771,646.6394965,1.192318137
2011,HIPREP,103,CO- DENVER,171289,820,845,636.7668417,103,Denver,CO,"2,854,350",230.7,7.09,103,CO- DENVER,171289,1640,1717,1401.623924,1.225007629
2011,HIPREP,104,CO- FORT COLLINS,33965,194,207,129.8863004,104,Fort Collins,CO,"330,625",222.7,8.46,104,CO- FORT COLLINS,33965,321,335,282.9755937,1.183847679
2011,HIPREP,105,CO- GRAND JUNCTION,33865,175,181,128.3410383,105,Grand Junction,CO,"336,195",226.1,12.3,105,CO- GRAND JUNCTION,33865,366,379,283.6252024,1.336270531
2011,HIPREP,106,CO- GREELEY,36222,177,184,139.2261504,106,Greeley,CO,"362,491",184.1,6.48,106,CO- GREELEY,36222,388,407,301.1683571,1.351403593
2011,HIPREP,107,CO- PUEBLO,19343,69,70,74.32548829,107,Pueblo,CO,"174,412",210.4,8.04,107,CO- PUEBLO,19343,192,195,161.4677213,1.207671715
2011,HIPREP,109,CT- BRIDGEPORT,72114,316,325,267.2919491,109,Bridgeport,CT,"682,523",248,8.15,109,CT- BRIDGEPORT,72114,421,430,573.1092623,0.750293231
2011,HIPREP,110,CT- HARTFORD,175735,681,700,659.9520144,110,Hartford,CT,"1,518,368",228.7,7.45,110,CT- HARTFORD,175735,1199,1265,1402.993476,0.901643537
2011,HIPREP,111,CT- NEW HAVEN,169393,739,752,633.8414696,111,New Haven,CT,"1,473,486",257.6,8.09,111,CT- NEW HAVEN,169393,1176,1220,1350.652652,0.903267023
2011,HIPREP,112,DE- WILMINGTON,98536,358,366,358.5264063,112,Wilmington,DE,"799,415",216.6,6.5,112,DE- WILMINGTON,98536,773,806,792.0076007,1.017667001
2011,HIPREP,113,DC- WASHINGTON,285298,991,1015,971.3277249,113,Washington,DC,"2,619,174",302,8.12,113,DC- WASHINGTON,285298,2066,2150,2177.298196,0.987462353
2011,HIPREP,115,FL- BRADENTON,41651,188,196,158.2236247,115,Bradenton,FL,"294,147",167.8,5.93,115,FL- BRADENTON,41651,340,352,338.9226086,1.038585185
2011,HIPREP,116,FL- CLEARWATER,62139,280,288,235.4457481,116,Clearwater,FL,"506,831",185.3,6.29,116,FL- CLEARWATER,62139,430,450,493.5614421,0.911740589
2011,HIPREP,118,FL- FORT LAUDERDALE,304987,1435,1475,1134.166943,118,Fort Lauderdale,FL,"2,751,603",212.7,7.22,118,FL- FORT LAUDERDALE,304987,2038,2135,2400.484261,0.889403874
2011,HIPREP,119,FL- FORT MYERS,196424,1043,1064,752.5792788,119,Fort Myers,FL,"1,181,791",175.4,5.2,119,FL- FORT MYERS,196424,2023,2103,1634.411955,1.286701308
2011,HIPREP,120,FL- GAINESVILLE,71786,194,198,267.0670948,120,Gainesville,FL,"562,745",200.7,5.5,120,FL- GAINESVILLE,71786,492,517,588.5415427,0.878442663
2011,HIPREP,122,FL- HUDSON,53766,214,217,206.0358946,122,Hudson,FL,"406,205",185.6,5.01,122,FL- HUDSON,53766,378,394,438.7204463,0.898066191
2011,HIPREP,123,FL- JACKSONVILLE,170270,654,675,622.3223585,123,Jacksonville,FL,"1,629,762",210.4,5.83,123,FL- JACKSONVILLE,170270,1461,1593,1377.089485,1.15678757
2011,HIPREP,124,FL- LAKELAND,35359,105,107,133.538691,124,Lakeland,FL,"379,871",162.5,3.71,124,FL- LAKELAND,35359,281,294,288.7754446,1.018092104
2011,HIPREP,127,FL- MIAMI,192984,384,394,713.7992964,127,Miami,FL,"3,206,923",202.4,5.02,127,FL- MIAMI,192984,900,936,1542.759342,0.606705126
2011,HIPREP,129,FL- OCALA,116195,538,550,448.2051945,129,Ocala,FL,"529,541",166.7,4.75,129,FL- OCALA,116195,978,1012,983.4628494,1.029017009
2011,HIPREP,130,FL- ORLANDO,397686,1453,1499,1500.336622,130,Orlando,FL,"3,636,809",178.5,5.45,130,FL- ORLANDO,397686,3040,3198,3259.273609,0.981200225
2011,HIPREP,131,FL- ORMOND BEACH,56880,211,220,214.1074957,131,Ormond Beach,FL,"384,147",185.9,6.09,131,FL- ORMOND BEACH,56880,489,504,465.9058597,1.0817636
2011,HIPREP,133,FL- PANAMA CITY,30266,94,95,115.0753575,133,Panama City,FL,"217,194",169.1,5.61,133,FL- PANAMA CITY,30266,254,261,254.0895945,1.027196728
2011,HIPREP,134,FL- PENSACOLA,100019,313,323,377.6326079,134,Pensacola,FL,"759,479",212.1,9.28,134,FL- PENSACOLA,100019,867,895,835.1297503,1.071689758
2011,HIPREP,137,FL- SARASOTA,96228,503,515,369.6713989,137,Sarasota,FL,"411,215",194.7,6.91,137,FL- SARASOTA,96228,902,932,788.8652226,1.181443893
2011,HIPREP,139,FL- ST PETERSBURG,44967,174,178,166.7979286,139,St. Petersburg,FL,"409,711",252.3,7.36,139,FL- ST PETERSBURG,44967,310,322,354.9674827,0.907125344
2011,HIPREP,140,FL- TALLAHASSEE,73501,195,201,261.1901176,140,Tallahassee,FL,"840,531",155.6,5.24,140,FL- TALLAHASSEE,73501,431,456,580.4763287,0.785561749
2011,HIPREP,141,FL- TAMPA,101626,363,371,377.821422,141,Tampa,FL,"1,382,909",196.8,5.2,141,FL- TAMPA,101626,625,660,822.7179549,0.80221903
2011,HIPREP,142,GA- ALBANY,21126,48,49,71.16864307,142,Albany,GA,"217,537",154.5,6.32,142,GA- ALBANY,21126,142,149,159.9913802,0.931300173
2011,HIPREP,144,GA- ATLANTA,472155,1524,1564,1694.587571,144,Atlanta,GA,"6,245,951",186,5.62,144,GA- ATLANTA,472155,3488,3630,3788.708039,0.958110248
2011,HIPREP,145,GA- AUGUSTA,69449,196,206,243.0741684,145,Augusta,GA,"670,255",204.8,6.03,145,GA- AUGUSTA,69449,517,533,543.8796357,0.979996244
2011,HIPREP,146,GA- COLUMBUS,32697,94,96,112.6663267,146,Columbus,GA,"347,403",181.4,6.62,146,GA- COLUMBUS,32697,284,293,251.763371,1.163791217
2011,HIPREP,147,GA- MACON,71533,189,196,252.0203484,147,Macon,GA,"738,696",179.6,5.87,147,GA- MACON,71533,517,530,563.313165,0.940862087
2011,HIPREP,148,GA- ROME,33078,90,91,126.4324507,148,Rome,GA,"290,619",179.1,7.29,148,GA- ROME,33078,277,285,279.5295949,1.019570039
2011,HIPREP,149,GA- SAVANNAH,90229,358,364,324.2728651,149,Savannah,GA,"857,892",175.6,6.14,149,GA- SAVANNAH,90229,799,823,726.6893313,1.132533484
2011,HIPREP,150,HI- HONOLULU,107464,201,205,406.9162867,150,Honolulu,HI,"1,360,301",225.6,6.51,150,HI- HONOLULU,107464,425,441,885.627703,0.497951903
2011,HIPREP,151,ID- BOISE,74205,359,376,283.7130329,151,Boise,ID,"884,532",185,8.38,151,ID- BOISE,74205,806,853,617.1403235,1.3821816
2011,HIPREP,152,ID- IDAHO FALLS,19883,120,124,76.88363435,152,Idaho Falls,ID,"234,888",160.9,10.31,152,ID- IDAHO FALLS,19883,274,286,167.2999717,1.709504174
2011,HIPREP,154,IL- AURORA,24586,93,96,92.57579515,154,Aurora,IL,"328,881",167.2,6.34,154,IL- AURORA,24586,236,246,206.1453084,1.193333003
2011,HIPREP,155,IL- BLUE ISLAND,108196,395,401,384.9487556,155,Blue Island,IL,"850,865",209.9,4.81,155,IL- BLUE ISLAND,108196,938,971,846.1982239,1.147485273
2011,HIPREP,156,IL- CHICAGO,215146,565,586,698.3449531,156,Chicago,IL,"2,580,102",259.6,4.42,156,IL- CHICAGO,215146,1101,1145,1576.000558,0.726522585
2011,HIPREP,158,IL- ELGIN,80730,393,401,309.0036775,158,Elgin,IL,"804,491",192.2,6.85,158,IL- ELGIN,80730,796,828,681.9539281,1.214158268
2011,HIPREP,161,IL- EVANSTON,139418,678,688,535.8515493,161,Evanston,IL,"911,935",281.2,7.22,161,IL- EVANSTON,139418,1063,1089,1143.241508,0.952554637
2011,HIPREP,163,IL- HINSDALE,52921,229,235,199.4161741,163,Hinsdale,IL,"475,854",225.7,7.6,163,IL- HINSDALE,52921,457,480,436.2562117,1.100270866
2011,HIPREP,164,IL- JOLIET,77321,341,352,293.0805175,164,Joliet,IL,"712,269",190.3,6.97,164,IL- JOLIET,77321,791,818,642.123462,1.273898321
2011,HIPREP,166,IL- MELROSE PARK,147366,596,608,554.461405,166,Melrose Park,IL,"1,356,189",222,7.13,166,IL- MELROSE PARK,147366,1200,1246,1202.130516,1.036493113
2011,HIPREP,170,IL- PEORIA,86255,379,385,329.6316326,170,Peoria,IL,"619,115",181.3,5.91,170,IL- PEORIA,86255,808,843,707.411538,1.191668435
2011,HIPREP,171,IL- ROCKFORD,92722,395,409,353.8914037,171,Rockford,IL,"725,704",201,6.53,171,IL- ROCKFORD,92722,865,893,765.7815538,1.166128899
2011,HIPREP,172,IL- SPRINGFIELD,131164,557,571,504.0879985,172,Springfield,IL,"839,840",186,6.56,172,IL- SPRINGFIELD,131164,1336,1387,1083.415471,1.280210627
2011,HIPREP,173,IL- URBANA,52024,221,232,198.3695355,173,Urbana,IL,"447,652",194.6,5.51,173,IL- URBANA,52024,489,511,428.4893461,1.19256174
2011,HIPREP,175,IL- BLOOMINGTON,20206,101,105,77.03483196,175,Bloomington,IL,"205,633",170.2,6.35,175,IL- BLOOMINGTON,20206,203,207,166.10685,1.246185814
2011,HIPREP,179,IN- EVANSVILLE,91962,333,338,356.3632838,179,Evansville,IN,"681,289",180.3,6.61,179,IN- EVANSVILLE,91962,893,938,770.4853726,1.217414416
2011,HIPREP,180,IN- FORT WAYNE,76413,357,365,289.8333955,180,Fort Wayne,IN,"874,115",149.4,5.04,180,IN- FORT WAYNE,76413,687,714,620.5948951,1.15050898
2011,HIPREP,181,IN- GARY,67848,246,246,244.5219963,181,Gary,IN,"523,706",177.3,5.49,181,IN- GARY,67848,597,626,540.4722106,1.158246414
2011,HIPREP,183,IN- INDIANAPOLIS,307907,1208,1240,1163.370438,183,Indianapolis,IN,"2,852,024",211.5,7.08,183,IN- INDIANAPOLIS,307907,2623,2721,2536.834774,1.072596461
2011,HIPREP,184,IN- LAFAYETTE,24000,97,99,92.41268007,184,Lafayette,IN,"247,432",163.1,3.38,184,IN- LAFAYETTE,24000,243,254,199.7040898,1.271881814
2011,HIPREP,185,IN- MUNCIE,23485,95,95,90.28151084,185,Muncie,IN,"166,875",188.2,7.5,185,IN- MUNCIE,23485,211,221,195.7269535,1.129123996
2011,HIPREP,186,IN- MUNSTER,39598,175,181,147.1929602,186,Munster,IN,"323,286",192.2,5.02,186,IN- MUNSTER,39598,357,376,319.1253032,1.178220581
2011,HIPREP,187,IN- SOUTH BEND,76016,345,357,288.2313334,187,South Bend,IN,"687,030",181.5,7.38,187,IN- SOUTH BEND,76016,721,752,616.6995646,1.219394407
2011,HIPREP,188,IN- TERRE HAUTE,24866,85,88,96.18823279,188,Terre Haute,IN,"186,341",163.1,4.63,188,IN- TERRE HAUTE,24866,189,201,207.7996408,0.967277899
2011,HIPREP,190,IA- CEDAR RAPIDS,33108,172,176,127.1518822,190,Cedar Rapids,IA,"306,104",163.1,5.16,190,IA- CEDAR RAPIDS,33108,337,375,271.6655575,1.380373734
2011,HIPREP,191,IA- DAVENPORT,69469,307,313,266.0778024,191,Davenport,IA,"493,646",183.1,6.76,191,IA- DAVENPORT,69469,713,757,572.7314547,1.321736381
2011,HIPREP,192,IA- DES MOINES,138825,642,667,534.9087512,192,Des Moines,IA,"1,093,635",184.5,5.83,192,IA- DES MOINES,138825,1522,1632,1143.622132,1.427044785
2011,HIPREP,193,IA- DUBUQUE,15479,71,74,60.21617572,193,Dubuque,IA,"151,837",174.2,6.1,193,IA- DUBUQUE,15479,167,176,130.7201802,1.346387373
2011,HIPREP,194,IA- IOWA CITY,41889,199,204,161.133686,194,Iowa City,IA,"345,215",205,6.67,194,IA- IOWA CITY,41889,473,494,344.6808919,1.433209707
2011,HIPREP,195,IA- MASON CITY,25531,129,135,99.09725664,195,Mason City,IA,"134,425",187.4,6.04,195,IA- MASON CITY,25531,276,298,208.7052091,1.42785128
2011,HIPREP,196,IA- SIOUX CITY,33367,163,169,129.0587297,196,Sioux City,IA,"255,569",151.1,8.27,196,IA- SIOUX CITY,33367,426,445,272.4639237,1.633243748
2011,HIPREP,197,IA- WATERLOO,29809,136,136,113.8758083,197,Waterloo,IA,"213,477",193.7,6.98,197,IA- WATERLOO,29809,327,348,243.4905557,1.429213544
2011,HIPREP,200,KS- TOPEKA,58952,244,250,225.2209937,200,Topeka,KS,"455,318",172.8,5.21,200,KS- TOPEKA,58952,651,671,485.8982573,1.380947534
2011,HIPREP,201,KS- WICHITA,168771,700,715,648.6966475,201,Wichita,KS,"1,270,655",158.8,6.21,201,KS- WICHITA,168771,1886,1976,1386.877261,1.424783617
2011,HIPREP,203,KY- COVINGTON,35402,139,141,136.8423325,203,Covington,KY,"414,106",188.2,6.61,203,KY- COVINGTON,35402,288,302,298.3662022,1.012178986
2011,HIPREP,204,KY- LEXINGTON,166873,468,483,643.5052657,204,Lexington,KY,"1,525,915",189.3,5.05,204,KY- LEXINGTON,166873,1066,1119,1419.327724,0.788401425
2011,HIPREP,205,KY- LOUISVILLE,197585,728,745,750.7325531,205,Louisville,KY,"1,764,845",198.8,6.42,205,KY- LOUISVILLE,197585,1837,1911,1642.180105,1.163696962
2011,HIPREP,207,KY- OWENSBORO,19527,39,39,75.62976748,207,Owensboro,KY,"145,206",136.1,4.91,207,KY- OWENSBORO,19527,198,204,164.403791,1.240847299
2011,HIPREP,208,KY- PADUCAH,59037,175,178,227.3536914,208,Paducah,KY,"375,728",163.8,6.37,208,KY- PADUCAH,59037,515,532,496.4329975,1.071645122
2011,HIPREP,209,LA- ALEXANDRIA,36502,89,89,132.0101897,209,Alexandria,LA,"291,127",172.1,4.88,209,LA- ALEXANDRIA,36502,252,260,295.1424839,0.880930446
2011,HIPREP,210,LA- BATON ROUGE,66800,160,169,228.0617887,210,Baton Rouge,LA,"943,444",185.1,6.53,210,LA- BATON ROUGE,66800,413,419,512.3408957,0.817814864
2011,HIPREP,212,LA- HOUMA,27130,57,59,99.99069481,212,Houma,LA,"273,854",160.7,8.05,212,LA- HOUMA,27130,210,218,222.1890257,0.981146568
2011,HIPREP,213,LA- LAFAYETTE,70956,170,173,254.1821689,213,Lafayette,LA,"612,379",180.3,6.24,213,LA- LAFAYETTE,70956,539,562,567.0168383,0.991152223
2011,HIPREP,214,LA- LAKE CHARLES,29869,80,83,109.4520012,214,Lake Charles,LA,"278,164",155.2,7.21,214,LA- LAKE CHARLES,29869,276,289,243.5113117,1.186803184
2011,HIPREP,216,LA- METAIRIE,35046,69,71,127.2176241,216,Metairie,LA,"458,584",235.8,6.86,216,LA- METAIRIE,35046,274,280,277.2765698,1.009822071
2011,HIPREP,217,LA- MONROE,33152,71,74,119.2386232,217,Monroe,LA,"270,602",158.6,5.6,217,LA- MONROE,33152,208,217,265.0974949,0.81856677
2011,HIPREP,218,LA- NEW ORLEANS,35762,79,81,111.1018414,218,New Orleans,LA,"657,147",238.5,6.96,218,LA- NEW ORLEANS,35762,189,191,252.6830322,0.755887716
2011,HIPREP,219,LA- SHREVEPORT,84334,227,230,293.6869095,219,Shreveport,LA,"697,005",193.9,6.98,219,LA- SHREVEPORT,84334,560,577,655.3722956,0.880415611
2011,HIPREP,220,LA- SLIDELL,17683,39,41,65.90840851,220,Slidell,LA,"185,158",206.8,8.81,220,LA- SLIDELL,17683,143,145,146.3260871,0.990937453
2011,HIPREP,221,ME- BANGOR,60647,257,266,236.2227806,221,Bangor,ME,"400,737",235.6,8.41,221,ME- BANGOR,60647,409,429,511.6140881,0.838522648
2011,HIPREP,222,ME- PORTLAND,144110,579,595,557.4050635,222,Portland,ME,"1,072,664",249.3,7.5,222,ME- PORTLAND,144110,1070,1164,1197.867793,0.971726602
2011,HIPREP,223,MD- BALTIMORE,300842,1054,1081,1058.16245,223,Baltimore,MD,"2,530,484",257.8,7.38,223,MD- BALTIMORE,300842,2448,2577,2336.304102,1.103024216
2011,HIPREP,225,MD- SALISBURY,81058,305,314,301.4143786,225,Salisbury,MD,"439,563",218.7,7.89,225,MD- SALISBURY,81058,645,671,670.110154,1.00132791
2011,HIPREP,226,MD- TAKOMA PARK,86244,258,265,291.7586347,226,Takoma Park,MD,"949,382",259.1,7.3,226,MD- TAKOMA PARK,86244,547,562,649.5062144,0.865272706
2011,HIPREP,227,MA- BOSTON,563243,2223,2289,2130.253792,227,Boston,MA,"4,828,377",285.5,7.31,227,MA- BOSTON,563243,3857,4003,4587.937164,0.872505411
2011,HIPREP,230,MA- SPRINGFIELD,85670,277,283,321.8264053,230,Springfield,MA,"746,206",256.3,6.55,230,MA- SPRINGFIELD,85670,613,659,688.1911416,0.9575828
2011,HIPREP,231,MA- WORCESTER,61721,210,214,231.9628191,231,Worcester,MA,"805,628",232,5.72,231,MA- WORCESTER,61721,376,390,503.2743076,0.774925312
2011,HIPREP,232,MI- ANN ARBOR,134034,580,590,499.3254869,232,Ann Arbor,MI,"1,401,181",225.3,4.9,232,MI- ANN ARBOR,134034,1064,1113,1083.338819,1.027379413
2011,HIPREP,233,MI- DEARBORN,51707,222,227,196.6516325,233,Dearborn,MI,"517,706",204.1,5.67,233,MI- DEARBORN,51707,450,469,419.2021143,1.118792067
2011,HIPREP,234,MI- DETROIT,174243,596,615,581.4865273,234,Detroit,MI,"1,736,411",217.4,5.49,234,MI- DETROIT,174243,1429,1494,1285.39503,1.162288608
2011,HIPREP,235,MI- FLINT,57290,233,237,210.5167885,235,Flint,MI,"558,439",188.2,3.55,235,MI- FLINT,57290,438,451,462.9859875,0.974111555
2011,HIPREP,236,MI- GRAND RAPIDS,86956,398,404,329.6002851,236,Grand Rapids,MI,"1,190,635",180.5,5.27,236,MI- GRAND RAPIDS,86956,789,826,705.8568057,1.170209019
2011,HIPREP,238,MI- KALAMAZOO,73438,352,359,278.7015769,238,Kalamazoo,MI,"673,187",186.8,6.06,238,MI- KALAMAZOO,73438,742,775,602.8861114,1.285483254
2011,HIPREP,239,MI- LANSING,70207,328,332,267.3387558,239,Lansing,MI,"718,979",187.5,5.02,239,MI- LANSING,70207,686,718,581.1841479,1.235408781
2011,HIPREP,240,MI- MARQUETTE,28733,133,137,110.5453775,240,Marquette,MI,"197,848",198.3,6.46,240,MI- MARQUETTE,28733,222,236,237.1617726,0.995101349
2011,HIPREP,242,MI- MUSKEGON,26883,119,122,101.6598408,242,Muskegon,MI,"269,570",178.6,5.43,242,MI- MUSKEGON,26883,267,277,217.8651238,1.271428832
2011,HIPREP,243,MI- PETOSKEY,27185,148,154,105.3252767,243,Petoskey,MI,"179,645",201.9,8.36,243,MI- PETOSKEY,27185,274,291,228.4367894,1.273875372
2011,HIPREP,244,MI- PONTIAC,44124,169,174,163.8275311,244,Pontiac,MI,"471,047",227,6.07,244,MI- PONTIAC,44124,413,434,359.296809,1.207914986
2011,HIPREP,245,MI- ROYAL OAK,77332,293,300,281.8763319,245,Royal Oak,MI,"680,228",246.9,6.65,245,MI- ROYAL OAK,77332,643,669,607.829364,1.100637843
2011,HIPREP,246,MI- SAGINAW,95024,453,463,364.1395688,246,Saginaw,MI,"631,870",185.7,5.81,246,MI- SAGINAW,95024,898,936,787.6541341,1.18833884
2011,HIPREP,248,MI- ST JOSEPH,18054,88,89,66.77557054,248,St. Joseph,MI,"138,042",195.6,4.6,248,MI- ST JOSEPH,18054,162,171,144.6715494,1.181987756
2011,HIPREP,249,MI- TRAVERSE CITY,36257,150,155,140.3850894,249,Traverse City,MI,"227,573",205.1,5.71,249,MI- TRAVERSE CITY,36257,305,322,303.8637029,1.059685632
2011,HIPREP,250,MN- DULUTH,36367,181,185,139.3488259,250,Duluth,MN,"340,001",219.9,9.15,250,MN- DULUTH,36367,429,442,296.9900123,1.488265537
